gaji_bulanan,jam_kerja_fleksibel,dapat_pujian_publik,peluang_training,lingkungan_kerja,kinerja_karyawan
12.234315129069559,1,0,3,Kolaboratif,6.812359544450548
15.141083928965202,1,1,5,Mendukung,9.095487848598571
12.091034785983478,0,1,5,Biasa,8.154363036661922
9.630792451398538,1,1,2,Kolaboratif,7.291597555880346
13.440325297991867,1,1,4,Mendukung,10.0
10.172149223951974,1,1,1,Biasa,7.58572182347972
14.798384949896128,1,1,1,Kolaboratif,6.8713492638445635
11.209976219050514,1,1,3,Mendukung,7.488878166021096
13.659042980993398,1,0,3,Biasa,5.605367296394991
11.011191509785792,1,0,5,Kolaboratif,7.213341752155427
15.012433760750932,1,1,5,Mendukung,9.499506917438667
12.212270328425221,0,1,4,Biasa,7.480677760450651
10.581870408501306,1,1,5,Kolaboratif,9.56074741279963
13.706913867590302,1,0,4,Mendukung,7.634872673204133
12.884609096091335,1,1,5,Biasa,8.756269080934164
14.769842697820144,1,0,4,Kolaboratif,6.732168338395101
10.944581348839193,1,0,3,Mendukung,5.861119616452715
14.445172258262795,1,0,2,Biasa,6.028548756262385
10.003254649738558,1,1,4,Kolaboratif,9.588484992306833
10.627412678195011,1,0,2,Mendukung,5.655535505421605
14.661392424704456,1,0,4,Biasa,7.0993551136746085
12.715100387495477,1,0,4,Kolaboratif,7.368901129432702
11.123675189966246,1,1,5,Mendukung,8.996318754120722
8.38010834166532,1,1,1,Biasa,7.677652530150395
11.74453469768862,1,0,2,Kolaboratif,5.929640838077225
12.691211436087373,1,1,5,Mendukung,9.911782094496491
11.55092779541591,1,1,1,Biasa,7.640803097953083
12.541202045078402,1,1,1,Kolaboratif,7.5902091897303325
13.463996500040329,1,0,3,Mendukung,6.935384631868296
9.461673889507662,0,1,5,Biasa,7.1533301065895705
13.717824118235496,1,0,5,Kolaboratif,6.915192697185519
10.894862026683256,0,1,1,Mendukung,5.947095353392976
15.052401443636048,1,1,3,Biasa,8.280411327792203
13.781441097340133,0,1,5,Kolaboratif,8.975848428856763
9.32067159514072,0,1,2,Mendukung,5.7577108344275505
8.585834351760399,1,1,5,Biasa,8.822560481256826
14.696797484494338,0,1,3,Kolaboratif,6.8713255760420955
12.27881817620063,1,1,4,Mendukung,8.133035766843745
13.928399873524718,1,0,4,Biasa,6.454022344674682
11.05124272482359,0,0,2,Kolaboratif,4.319554333494959
12.61215430760167,0,1,1,Mendukung,5.9236762007492185
15.654414585838898,1,1,2,Biasa,8.813229031313362
13.403083105642674,1,1,1,Kolaboratif,7.549423920815599
12.269404849456498,0,0,5,Mendukung,5.808954588965788
12.693227367542988,1,1,5,Biasa,9.175384216725364
10.203239024097453,1,1,1,Kolaboratif,7.42104814759175
11.97773395891853,1,0,4,Mendukung,6.900158358704454
12.147566010286965,1,1,5,Biasa,9.349497788321159
11.84392685630187,1,0,5,Kolaboratif,7.736598653773839
12.124955434634973,1,1,5,Mendukung,9.342475424511765
13.486896052969765,0,0,4,Biasa,5.00990108054737
11.566179036013642,1,0,2,Kolaboratif,5.739554056730957
14.651752609314794,1,0,4,Mendukung,7.41434500652595
11.682062752750243,1,1,4,Biasa,8.683024115361789
10.294989835723449,1,1,3,Kolaboratif,7.455519870218673
7.818054526687379,1,0,1,Mendukung,4.70049792120773
13.495722118630761,1,0,1,Biasa,5.615176006586794
10.23090113041218,1,1,1,Kolaboratif,7.296233842901948
9.939419845777602,1,0,4,Mendukung,6.518457033254843
10.7350492874745,1,1,2,Biasa,7.157663893935732
12.115711119822759,1,1,2,Kolaboratif,8.126219174267625
12.024168178410862,1,1,2,Mendukung,7.6731778201640735
13.10143777494896,1,1,5,Biasa,9.910348734037127
11.880489495000306,1,0,5,Kolaboratif,6.989818458684745
10.052700796227757,1,1,5,Mendukung,10.0
11.644100560097494,1,0,4,Biasa,5.78215843174241
14.137554552818942,1,1,5,Kolaboratif,9.466895123748566
16.13954597853602,1,1,2,Mendukung,7.750333737280698
14.393505411577479,1,1,3,Biasa,8.885910229545209
12.086812845555412,0,1,3,Kolaboratif,6.411980999086977
15.878350551277627,1,0,5,Mendukung,7.867414368244004
10.911070540007152,0,0,1,Biasa,3.683721660100085
13.823610818850947,1,1,1,Kolaboratif,7.806944398745391
11.777740183923244,0,1,3,Mendukung,6.52198027750498
12.45095214073506,1,1,5,Biasa,8.785821400994651
12.664222263028366,1,1,5,Kolaboratif,8.598104720500364
12.013273109632001,1,1,5,Mendukung,9.594091139670248
12.215010469305234,1,1,5,Biasa,9.952187709707243
9.855651237920737,0,1,4,Kolaboratif,6.806150086566342
9.659982833523104,0,0,4,Mendukung,4.666947542156849
11.395589822438529,1,0,4,Biasa,6.3640392760527
12.979772725700897,1,1,4,Kolaboratif,8.799554295609434
13.145154448803876,0,1,1,Mendukung,5.806282392862001
8.887730897271648,1,0,1,Biasa,4.090961226753157
9.695888480375066,1,0,2,Kolaboratif,5.553560972204095
11.970808866415343,0,0,1,Mendukung,3.466666951379045
14.481839756522628,1,1,4,Biasa,9.290455973244928
10.93423750875448,0,1,1,Kolaboratif,5.497877069494299
9.20958945780814,1,1,2,Mendukung,7.343786238162818
13.94356871959001,1,1,1,Biasa,6.679898337860128
11.346389151844908,0,0,5,Kolaboratif,5.674681326626632
10.74404517338602,1,0,4,Mendukung,7.1598094167425135
11.568313231277596,1,1,1,Biasa,7.1985289074100915
12.628989685629744,1,1,2,Kolaboratif,8.300771628160845
10.652309213407587,1,1,3,Mendukung,8.494553038599417
11.716592774562512,1,1,5,Biasa,9.991108139515038
7.2406958131615164,1,1,1,Kolaboratif,7.557197269890238
12.050075328417172,0,1,3,Mendukung,5.464991175824272
12.036935448276184,1,0,4,Biasa,6.024277045021627
14.625339768990678,1,1,5,Kolaboratif,9.795786952627239
15.670781641343666,1,1,2,Mendukung,8.213536428738433
11.25373969731461,1,1,5,Biasa,9.885311673499645
13.117775114064905,0,1,5,Kolaboratif,7.74138443941553
8.791012417287806,1,1,3,Mendukung,7.927239997459379
11.013607658858504,1,0,3,Biasa,6.695662139264388
11.078344693094493,1,0,5,Kolaboratif,6.569690681354196
14.56499721110882,1,1,4,Mendukung,8.560960178570937
10.736187206341615,1,1,5,Biasa,9.60841102679282
11.969271745125937,0,1,1,Kolaboratif,6.235398565199665
10.709613394676289,1,1,1,Mendukung,6.708049080834262
10.408745164010064,1,1,3,Biasa,7.3307250342049475
13.259967429271775,1,1,4,Kolaboratif,8.587479571145055
13.687846998358896,1,0,5,Mendukung,6.988455811738027
12.331044507241396,0,1,3,Biasa,5.912691566115255
13.247897316934184,1,0,1,Kolaboratif,6.083563570981671
10.171032788116674,1,1,2,Mendukung,7.197949780299534
12.921491465980566,1,1,4,Biasa,7.929661121649928
13.519773407462287,1,1,3,Kolaboratif,8.818972918123812
12.002962679990912,1,0,2,Mendukung,5.969672923666549
16.633620531806564,1,0,5,Biasa,8.066094628915673
11.002351455980618,1,0,5,Kolaboratif,6.820290219473825
12.693390775624026,1,0,5,Mendukung,7.57294387475412
8.931978504922856,1,1,1,Biasa,7.287527801417431
12.463235827889617,1,1,3,Kolaboratif,8.252363962782734
16.693333520243883,1,1,3,Mendukung,9.08734165157319
12.385633108455552,1,1,4,Biasa,9.25479387595238
13.156079951354846,1,1,4,Kolaboratif,8.56508585176633
10.885736645499206,1,0,1,Mendukung,5.458970441012874
12.257688817239842,1,1,1,Biasa,6.072485257086423
11.407778255403356,1,1,1,Kolaboratif,7.353815194173454
7.443120621736336,0,1,1,Mendukung,4.849206791627246
16.456175966788262,1,0,3,Biasa,6.81186227683309
11.233057476042086,1,1,3,Kolaboratif,8.628506478312532
7.8003608287352035,1,1,4,Mendukung,9.280391240695954
8.766338678088278,0,1,4,Biasa,7.802014958497471
11.01473556011833,1,1,3,Kolaboratif,8.402467588709591
11.522210321202492,1,1,2,Mendukung,8.2057709285455
8.362480667344318,1,1,3,Biasa,7.828015965942049
11.807401773976187,0,1,5,Kolaboratif,7.0187797960425735
11.719228479222222,1,1,1,Mendukung,6.65134670157595
12.488460317640962,1,0,3,Biasa,5.419012296452066
10.68690359969062,0,1,2,Kolaboratif,5.569206091712604
9.285906081548028,1,1,1,Mendukung,6.69582743445868
11.844095127529005,1,1,3,Biasa,8.010871325984013
11.919451094546417,1,1,5,Kolaboratif,9.833126587865895
11.463671704853923,1,1,5,Mendukung,8.388606881712123
9.526828498423667,1,0,3,Biasa,6.207841894301219
10.900194319944084,1,1,3,Kolaboratif,7.448786633852894
11.6503224261937,1,1,5,Mendukung,8.784816633096602
10.155800880871357,1,1,4,Biasa,8.90084272466918
14.473998306152222,0,0,1,Kolaboratif,4.8743575134645605
11.553718892819369,1,0,3,Mendukung,6.435015356799297
15.020378142366638,0,1,2,Biasa,7.29035793688091
13.726581117486052,0,0,5,Kolaboratif,5.528113465951354
13.192545478127817,1,1,2,Mendukung,7.568413833263279
12.510197700375954,1,0,5,Biasa,7.038972566718691
13.319484918219121,1,1,5,Kolaboratif,9.690026252526268
11.561195895226444,1,1,1,Mendukung,6.820504350882562
12.364231838931616,1,1,2,Biasa,7.099874575399324
12.97397101419655,0,0,3,Kolaboratif,4.993773839316153
11.272085294557376,1,1,3,Mendukung,8.556019034677183
13.357383852658938,0,1,4,Biasa,7.752982824682142
8.531459237035072,1,1,4,Kolaboratif,8.20976406627492
14.686290568818256,1,0,5,Mendukung,6.397841193793951
14.380526675528923,0,1,4,Biasa,7.082391458167121
14.199316253536182,1,1,2,Kolaboratif,8.873326018581503
14.120337576668796,1,1,3,Mendukung,8.928316516890101
11.449203911693754,1,1,5,Biasa,9.890172914295723
15.002751845432192,1,0,2,Kolaboratif,5.023583293310773
14.142942121713977,0,0,2,Mendukung,4.260786206863336
10.185552842587317,0,1,1,Biasa,5.842080672114233
12.466958008443221,1,0,1,Kolaboratif,4.9067859457861545
10.363874572552117,1,0,1,Mendukung,4.973455994422013
11.985858864758683,0,1,3,Biasa,7.3911059823509255
9.413077472967359,0,1,3,Kolaboratif,5.912202901287715
11.558390722506209,0,1,5,Mendukung,6.594648990351199
10.806755711919312,1,1,4,Biasa,9.666216077263384
12.999986215608686,1,1,4,Kolaboratif,9.27787263665662
14.247102323546573,1,1,4,Mendukung,8.717427651593226
11.078906503891435,1,1,2,Biasa,7.388801336993802
12.745063134926857,1,1,4,Kolaboratif,8.59557805312196
12.38223315497063,1,1,4,Mendukung,9.10717438557518
13.156382443142173,1,0,2,Biasa,5.8393455533708645
11.408644722600584,1,1,5,Kolaboratif,9.365039603305176
12.27286199329571,1,0,3,Mendukung,6.147655209497008
9.786705959656672,0,1,3,Biasa,7.202911556531409
11.689389762076878,1,1,5,Kolaboratif,9.28591645569727
10.231407750651169,1,0,2,Mendukung,5.680377003579902
10.637039774076069,1,0,1,Biasa,5.29980121125352
13.677918012464046,0,0,5,Kolaboratif,5.854406743365377
14.503636300337913,1,0,2,Mendukung,5.333877102277916
9.86756218847614,0,1,2,Biasa,6.733649248186277
11.930655635870131,1,0,4,Kolaboratif,6.436680344719458
16.479591453837727,1,0,4,Mendukung,7.556780087790166
11.909163086247155,1,1,3,Biasa,7.881161773171559
12.720923771112531,1,0,3,Kolaboratif,6.386758561776197
