gaji_bulanan,bonus_tahunan,target_tercapai,tekanan_kerja,kinerja_karyawan
19.087565821363185,67.97353868744185,1,1,10.0
23.982067869678808,61.57347344427494,0,5,6.458483856206568
23.849517199078985,49.54714911913562,1,2,9.562256425308577
17.843097037675673,67.14541977144991,1,1,10.0
31.129261461047555,95.59726379607514,1,4,10.0
24.888998997290525,65.66330739427691,1,4,10.0
29.406705951503366,60.51088450606422,0,5,6.9182768202307505
26.526004788677486,47.521247375681114,0,2,6.694198501743401
15.223608306950071,64.38011114324381,1,4,8.851827201833881
15.639847048404516,84.61106822838869,0,2,8.034098121876676
22.2247004728791,85.41287443146669,0,2,7.980602004610329
31.906008079138992,96.69018989593465,0,4,10.0
35.873463153681534,76.62949440303031,1,4,10.0
20.811798105114754,33.00911152473154,0,1,5.237941586926867
20.361353984429527,52.42877357374861,0,2,6.736884541206834
18.80129764145615,52.19888713177125,1,5,8.935083554933584
26.66827959333921,17.630848932359733,1,5,7.4547127881996635
22.721646643508198,58.54660648736693,0,4,7.385816932831225
24.913605636547185,64.17137595547585,0,1,7.280021427632143
29.492366210740542,79.79288458959009,0,4,9.152848907913912
26.25021205453926,97.45289776783109,1,5,10.0
29.197283685496863,68.80960065593976,1,4,10.0
27.78561239508678,21.169311955346288,0,1,6.118358479914021
24.60989538601046,80.74052351334329,1,2,10.0
20.391624357755322,47.63960770653968,1,5,8.769340684892576
23.240584160859207,76.03800625386967,1,3,10.0
13.180742726199114,57.65983108900118,0,3,6.048277906755783
28.72665645330585,74.5509855443138,0,2,9.575395762198088
26.194122609025914,39.657618739192884,1,5,8.597638739554835
23.928628948983338,29.28542911379981,1,3,8.37280377072568
20.346890882893156,58.15924472349839,0,1,7.236449847050183
27.892929091795054,67.29407798493442,0,4,7.7077590916295895
39.02959888642382,34.05680151202908,1,2,10.0
15.158779959425713,20.98624050336059,1,2,6.7797365941568275
27.794026413507318,83.27955505149086,0,5,8.867980509446438
25.675796617565275,41.26519343211963,0,4,5.442247189405771
26.31780669304995,40.63706666653788,1,2,9.503855115501446
24.621547211188346,49.66755290104777,1,3,9.661468568022812
13.663977064491828,32.8613357141379,0,2,4.259513534615176
35.092124081023954,62.45064343070581,1,1,10.0
26.43803387177647,67.90855659829586,1,3,10.0
31.33394657119397,38.029235294047574,1,1,10.0
22.277520557845826,69.06305474155637,1,2,9.858458677259462
18.828844530106796,28.49415593801417,1,1,8.139020799190254
26.92641190416288,68.50489423404946,1,2,10.0
26.52062478197045,57.80219766897758,1,1,10.0
20.705258469858315,65.50424169881731,0,5,8.107169983704983
27.32616443781219,62.960278176798646,1,1,10.0
18.62472974848113,72.20297471905283,0,1,7.904507379497909
26.619029997624654,83.8107124243252,1,4,10.0
24.13385256423575,39.833245678679816,1,4,8.332678416915774
25.49942677401204,62.70082822101411,1,4,10.0
34.26712364501901,47.85448397006436,1,5,10.0
26.97935079460555,19.63115807770169,1,3,8.792674832566462
29.223363377345382,18.97543569379429,0,5,5.870367378614075
18.526733962839913,72.44172907461491,1,1,10.0
24.688152793829996,47.0056549488827,0,3,6.690396936390234
26.384258342874137,98.46828401273736,1,4,10.0
18.802001656330898,88.96817052974633,1,3,10.0
27.517824645212457,24.933133094177826,1,2,9.6830639777106
24.70396710380949,44.78725864585976,1,5,9.686892535266177
28.213347638903066,92.33537139223189,0,4,10.0
25.22532786080597,78.02172298168463,0,3,8.89395468099089
34.667095871817466,35.10139312120168,0,1,7.876661177975852
23.216658311591043,94.37424093780558,1,1,10.0
22.528641144103542,55.53075453998942,0,4,6.675302342443789
30.519929039032206,31.460168442221512,0,3,6.593103641344391
22.78143624607663,59.791348826707434,0,1,7.863092641429101
21.57874080608327,45.61145988224327,0,1,7.202661109346295
29.90789284277664,11.994746116161885,0,5,5.406803936839985
30.31975591021898,48.00672513783547,1,3,9.90559531106424
16.970434084816453,41.793917473035535,1,3,7.0287856617024875
23.662629910278888,75.01994504817613,1,1,10.0
28.5763473816658,65.01057489120494,1,1,10.0
24.99294502490985,33.81535815771578,0,3,5.932381448081713
23.179007788889606,75.54851405894402,1,2,10.0
20.706329634376434,52.71945704602077,0,2,7.095543790264865
26.954394848936584,57.1638559876275,0,5,7.5266862091150175
28.43699393973299,59.766223499130454,1,2,9.900336379403198
25.53014542470191,77.26345939882152,1,4,10.0
13.841261011448047,62.79894371321465,0,5,6.397597274765677
20.167326004505803,54.04631684811054,0,2,7.483436772106034
17.960567317490405,66.71558073629606,1,5,10.0
19.644515939593973,53.73486436198758,0,4,6.638363796127533
21.06003309539988,7.1515520902006955,1,3,6.477901604933693
11.407350682292691,30.759329269581023,0,4,2.4129287547525218
28.43532458783824,55.97247041982649,1,5,9.73319019026003
25.51430849937393,38.72504889276243,1,1,9.780658621291948
30.459275787016022,69.01649387125431,1,1,10.0
18.51636514481517,63.36639483445085,0,1,6.695192283439921
28.981126985915342,17.901651430667414,0,3,5.8552468738604775
20.351157903256944,63.101936618476415,1,2,10.0
27.35455819616716,67.27911172444249,1,2,10.0
28.773700227890558,76.16198897411383,1,2,10.0
30.55631011219672,32.84075373901309,1,5,8.098618249122431
20.25124880105539,16.449572465493823,1,4,7.687812326835476
20.80908173720234,48.75064790254621,0,2,7.004495695448278
16.87026870288998,57.23959755418721,1,1,10.0
13.763871490013916,42.720037860405924,0,3,6.005369193642979
17.042876076925598,44.64330175495317,1,3,8.000321632131875
33.78218134199483,40.119970557907436,0,5,7.826882528242768
21.631844461591307,55.99492191013644,1,5,9.459216053287925
34.63873016662257,62.49424195107978,0,2,9.346392889125546
21.747303331669343,41.77215181906443,1,5,8.868354285013465
18.072172014626695,34.37174961457596,0,1,5.896430527654743
23.921080203665554,29.459879281301117,1,5,6.878232116165801
31.964969170032692,52.61563963966454,1,3,10.0
26.660542927910374,39.76893391697605,1,1,9.293631741682608
33.54248292358051,69.2871551401821,0,1,9.814251391323026
21.795232461952533,42.792316380936896,1,1,9.146508549327928
25.584506079324683,66.74200595813191,1,4,10.0
25.671081441392104,55.76597223514609,1,3,10.0
16.906254037324473,51.66712259320725,0,1,6.86652465955456
26.10197506700412,23.048839510682797,0,2,6.80313660960591
16.96352438638371,38.7687199347811,0,4,4.993736596769469
30.77002606473647,51.48901871585065,1,3,10.0
29.468728454742454,44.69753388801887,0,1,7.310380309029497
29.458963832718975,74.83254988652429,0,5,10.0
23.37536920348991,84.78890507211145,1,4,10.0
23.935608515514847,65.89797823518262,1,2,10.0
22.05082431360076,65.94123275137956,0,4,8.3945074332057
16.31882691327236,99.0225221643797,0,1,9.41481251048273
21.62758521202298,52.71429388604893,1,5,8.67028736890086
12.560943835247222,96.56875304354205,1,4,10.0
20.480998730858023,60.50955385136579,1,4,9.477550540185543
16.258053345760185,21.184376659854642,0,4,3.148025765417155
30.24322996778284,56.136948044399006,0,2,8.048052815951946
24.319349977746832,55.51660282286735,1,3,9.42350896094988
26.65044552053085,87.9303262139756,1,2,10.0
19.931109659446953,68.5585573755885,1,4,9.702518621895967
11.091465253412085,51.16031613665592,1,5,6.297336199534967
24.475266357263237,49.19785906448323,0,5,5.322295832774821
32.01113530290406,64.60966328758705,0,1,8.901140495572932
22.885040965902952,70.83875682399074,0,4,8.638184243721048
18.994063097016586,39.86801350208556,1,2,9.444723596474049
24.17485901156673,49.99841353025601,1,2,10.0
29.00893580576129,65.32015770660936,1,2,10.0
27.94921612155555,73.16484543211138,1,4,10.0
24.33560507646221,82.80373654076357,0,1,8.909985871233808
31.152881243912425,24.984158593782475,0,3,7.565806118033236
24.73015034113867,56.06977861362908,1,2,9.466454820356056
24.206384710898362,49.9174488466845,0,4,7.483266751647373
20.33623393103057,43.51328314383705,1,1,9.347087151536602
19.503189179190336,81.20809136552991,0,3,7.891791259340235
24.689524026569853,69.81333102629438,1,5,10.0
28.248037394011554,35.930395366717825,1,4,8.345853908529508
27.80070837701061,37.44767440413543,0,3,7.410163466072074
30.8578127042018,45.3716872252109,1,4,9.58166700487398
33.6761090065322,40.05596019966178,1,3,10.0
19.010006177597116,71.2818414346827,1,1,10.0
14.437510715362636,52.42758573501859,1,2,7.935581029452873
26.811804215827337,60.67377855384266,0,1,8.143708539219276
22.464605980819996,62.80184507274805,1,2,9.740630667506384
27.08414636649622,36.62377197020676,0,5,7.3561696722183925
15.021658071093885,46.37607390586802,1,5,7.900013000864294
26.63177592654749,55.65509349560692,0,2,7.419684231210637
24.53132722664146,61.03700137448494,1,3,10.0
30.357366471019457,41.78027860219342,0,2,8.203600055955167
23.906166594139524,52.524244774302865,0,4,7.465455022967405
21.93958311707486,51.86021886110276,1,5,9.680980921297635
19.444983946562978,105.35626537920919,1,4,10.0
16.71547139614121,48.41419491304989,1,1,8.273450221262197
36.51265147425433,55.30798141505138,1,1,10.0
40.090449106598896,69.34785673467388,0,5,10.0
34.9648582571196,89.58554670653015,0,3,10.0
30.69556807543024,70.41916713361753,0,2,9.960154984173679
14.622045311742475,80.43621037637598,1,4,9.697843233774444
29.755400368450104,63.782372745289265,1,2,10.0
28.14641036174268,72.21135259932441,1,4,10.0
21.052830312414905,78.61523172346676,1,2,9.820368367404999
19.935980026859415,81.94585473066178,1,2,10.0
16.38227652764956,24.99204105023282,1,5,7.206800521978226
